,paper,laptop,pens,notepad,keyboards,monitor,6,7,8,9,10,saleDate,trf_paper,log_paper
176,2229.1,276.57,1641.4,1466.1,1041.6,1167.4,3124.4,1220.0,2906.6,3012.2,2089.5,2020-06-25,5536.391567788392,7.709353195546886
177,2116.9,278.13,1714.9,1344.8,933.42,1166.3,3130.6,1273.2,3012.1,3015.9,2154.1,2020-06-26,5221.308512370295,7.657708033363535
178,2212.6,265.31,1452.8,1360.7,995.78,1346.1,3134.9,1172.9,2968.0,3073.7,2075.6,2020-06-27,5489.919412958282,7.70192357360081
179,2162.4,248.47,1353.3,1376.3,883.9,1283.1,3568.9,1270.0,2977.6,3418.3,2277.2,2020-06-28,5348.81891368011,7.678973994962238
180,2068.8,269.32,1408.7,1386.1,937.19,1205.1,3758.0,1269.5,3048.5,3196.7,2396.0,2020-06-29,5086.911860165239,7.634724008017593
181,2149.2,255.93,1352.7,1415.0,943.02,1297.2,3452.1,1308.6,3147.7,3124.7,2291.7,2020-06-30,5311.789411585246,7.672850958854666
182,2179.6,231.96,1468.7,1361.3,860.2,1358.2,3325.3,1325.4,3419.6,3152.8,1989.5,2020-07-01,5397.115048988781,7.686896652708943
183,2120.6,243.78,1473.0,1375.5,820.33,1379.5,3267.5,1302.1,3384.8,3062.0,2080.8,2020-07-02,5231.663844095812,7.659454346491698
184,2194.1,235.9,1549.0,1336.0,935.9,1307.4,3335.7,1311.3,3353.6,3561.4,2082.2,2020-07-03,5437.8696370265725,7.693527218647904
185,2342.3,268.38,1492.9,1281.4,967.28,1422.3,3415.6,1245.9,3586.3,3305.8,1900.7,2020-07-04,5856.45054246849,7.7588886315988645
186,2365.5,259.53,1518.7,1307.8,953.61,1440.3,3407.9,1162.7,3692.4,3070.3,2051.5,2020-07-05,5922.306096828831,7.768744695071203
187,2407.9,249.59,1669.0,1305.8,922.65,1418.1,3305.0,1220.9,3648.8,3025.5,2076.8,2020-07-06,6042.886693521293,7.786510277327188
188,2291.1,230.33,1523.4,1361.4,1004.6,1366.2,3224.7,1246.5,3383.3,2885.6,2011.2,2020-07-07,5711.4252047299615,7.736787330562448
189,2507.0,267.93,1543.3,1296.1,927.73,1405.3,3644.6,1157.0,3602.0,3178.4,2102.2,2020-07-08,6325.822128033247,7.826842098158293
190,2331.2,261.99,1433.7,1362.6,927.41,1452.7,3460.3,1287.3,3347.0,3189.9,2303.2,2020-07-09,5824.973001419447,7.75413843544094
191,2332.3,255.28,1419.7,1376.9,951.1,1407.4,2917.7,1194.0,3242.0,3136.9,2021.9,2020-07-10,5828.091499938773,7.754610184136298
192,2300.4,259.36,1630.5,1393.1,1056.5,1385.2,3005.8,1239.3,3500.3,3196.5,2001.6,2020-07-11,5737.735620167141,7.7408382998395995
193,2416.7,271.07,1632.9,1400.9,1069.5,1358.0,3320.5,1283.6,3066.4,3138.3,2095.9,2020-07-12,6067.948797831685,7.790158252188935
194,2463.8,240.78,1508.8,1427.2,1137.3,1337.5,2976.6,1183.9,3076.0,3187.9,2202.3,2020-07-13,6202.295596253643,7.8094601525278735
195,2504.2,231.46,1591.6,1235.0,1094.1,1466.5,3109.8,1158.6,3020.6,3501.6,2024.4,2020-07-14,6317.807053311721,7.825724601234847
196,2482.7,250.97,1704.8,1193.8,1023.7,1425.8,3789.6,1147.0,3004.2,3445.8,2199.4,2020-07-15,6256.3029400570995,7.817101956621861
197,2516.0,247.9,1802.5,1229.7,1150.7,1508.2,3643.0,1193.1,2976.0,2946.9,2154.5,2020-07-16,6351.5930105854595,7.830425617820331
198,2629.4,262.97,1894.1,1230.6,1039.1,1508.1,3426.6,1151.0,2939.8,3154.8,1966.8,2020-07-17,6677.3553369401725,7.874510962262504
199,2662.4,246.73,1964.3,1273.7,1181.1,1585.2,3671.1,1137.2,2848.9,2817.5,2006.2,2020-07-18,6772.51279734543,7.88698325062689
200,2595.2,250.4,1901.7,1231.6,1222.7,1595.0,3448.1,1241.4,3383.2,2666.4,2018.7,2020-07-19,6578.906835441808,7.861418863921093
201,2466.1,235.34,1934.5,1181.1,1224.0,1679.3,3602.4,1319.5,3483.3,2818.8,2203.4,2020-07-20,6208.864952108397,7.810393234402505
202,2738.8,245.37,1896.4,1287.1,1162.7,1669.5,3482.9,1229.6,3379.3,2378.0,2205.7,2020-07-21,6993.422671062097,7.915275147246908
203,2729.8,256.11,1851.6,1250.7,1250.3,1706.8,2902.6,1222.3,3306.8,2311.5,1959.5,2020-07-22,6967.3557520095055,7.911983625422095
204,2818.2,256.54,1748.3,1170.1,1216.3,1699.1,3066.7,1312.8,3248.3,2465.3,2117.1,2020-07-23,7223.886016681718,7.943853662261004
205,2752.6,268.66,1707.2,1150.6,1208.3,1540.6,3388.1,1230.1,3363.4,2630.9,2052.3,2020-07-24,7033.414297405143,7.920301198545432
206,2841.4,244.38,1684.2,1102.6,1184.0,1443.4,3116.1,1269.7,3293.1,2622.6,2182.1,2020-07-25,7291.391433937992,7.9520521674379765
207,2823.2,258.9,1707.6,1208.4,1178.3,1531.4,3235.7,1258.2,3366.0,2584.5,2026.3,2020-07-26,7238.428306719583,7.945626272361061
208,2717.8,261.51,1975.3,1242.4,1211.0,1490.4,3554.3,1135.9,3390.1,2438.0,2185.6,2020-07-27,6932.617826611995,7.907578008486397
209,2536.5,249.14,1942.0,1272.4,1299.3,1606.3,3204.7,1262.0,3388.9,2627.6,2189.2,2020-07-28,6410.339549130651,7.8385404570067445
210,2609.7,256.2,1773.3,1141.4,1206.2,1580.4,2914.9,1261.8,3241.1,2795.8,2220.1,2020-07-29,6620.625541359045,7.866990551181605
211,2582.8,245.13,1628.5,1094.7,1222.7,1648.2,3179.1,1108.1,3259.6,2855.1,2010.5,2020-07-30,6543.254980998891,7.856629360752312
212,2612.0,263.94,1652.3,1145.4,1201.6,1589.3,3155.2,1208.8,3445.4,2846.4,2034.1,2020-07-31,6627.245858522714,7.867871490396322
213,2622.8,236.62,1821.9,1105.2,1237.7,1597.9,3144.7,1189.6,3315.8,2993.1,2057.9,2020-08-01,6658.3430316598115,7.871997728389465
214,2546.6,253.67,1805.0,1150.1,1296.9,1761.6,3078.9,1129.9,3376.6,3067.2,2092.6,2020-08-02,6439.306467281121,7.842514415139335
215,2694.4,237.82,1894.1,1162.1,1374.2,1831.6,3104.7,1169.0,3403.3,3228.2,2061.1,2020-08-03,6864.938210019117,7.898930824048008
216,2477.9,244.08,1957.0,1168.8,1398.2,1788.2,3187.7,1136.0,3288.0,3173.3,1994.3,2020-08-04,6242.581538067429,7.815166706249697
217,2588.7,233.9,1953.6,1176.8,1309.7,1750.3,2989.7,1117.1,3265.1,3388.0,2020.4,2020-08-05,6560.215501702239,7.8589110981823715
218,2775.5,139.65,1942.5,1191.7,1467.4,1781.1,2689.9,1178.3,3568.0,3456.9,2064.5,2020-08-06,7099.836627993425,7.928586190130216
219,2591.2,151.41,1889.2,1208.3,1361.3,1777.9,3279.9,1180.0,3500.4,3158.6,2162.6,2020-08-07,6567.403730722133,7.85987636785712
220,2793.2,122.05,1891.2,1191.4,1262.1,1763.9,2979.0,1231.6,3232.4,3170.5,2085.7,2020-08-08,7151.226674085882,7.93494317097188
221,2339.2,142.67,1838.2,1172.8,1390.4,1820.6,3127.5,1218.8,3390.9,3004.5,2140.8,2020-08-09,5847.657495894083,7.757564269555459
222,2424.8,133.91,1933.6,1145.5,1507.4,1678.1,3186.2,1187.1,2897.7,3009.2,2074.5,2020-08-10,6091.028168313829,7.793504325743593
223,2372.5,112.24,1844.0,1209.3,1507.3,1701.0,3217.3,1253.2,2759.3,3078.3,2338.3,2020-08-11,5942.193397256314,7.771699530484083
224,2234.4,125.06,1677.0,1146.2,1554.4,1767.0,3010.1,1149.4,2741.7,3206.8,2145.2,2020-08-12,5551.328815285647,7.7117280146309675
225,2229.1,240.7,1880.8,1113.4,1493.0,1797.6,3192.0,1266.2,2692.0,3297.1,2245.4,2020-08-13,5536.391567788392,7.709353195546886
226,2336.9,241.38,1987.0,1135.0,1546.5,1798.4,3244.0,1227.3,2707.0,3781.2,2275.4,2020-08-14,5841.134634345468,7.7565805437217605
227,2046.9,257.32,1935.7,1218.7,1434.3,1637.7,3101.1,1226.8,2604.9,3472.5,2221.1,2020-08-15,5025.859268646236,7.624081732489488
228,2346.8,258.93,1830.9,1213.9,1330.0,1706.8,2817.1,1295.3,2702.6,3675.4,2240.1,2020-08-16,5869.2174248232595,7.760807977051705
229,2189.3,241.71,1850.5,1224.3,1220.7,1752.4,3160.1,1143.3,3046.8,3618.9,2250.6,2020-08-17,5424.374443563906,7.69133713701329
230,2423.0,233.46,1689.6,1237.6,1414.7,1714.9,3141.8,1205.6,2870.1,3467.7,2442.5,2020-08-18,6085.8985227274825,7.792761720816526
231,2639.7,263.04,1828.6,1295.9,1285.1,1676.3,2752.0,1215.4,2826.8,3302.6,2461.8,2020-08-19,6707.038866224861,7.878420553319625
232,2531.7,236.9,1727.0,1313.4,1364.4,1532.5,3022.0,1249.4,2999.8,3403.5,2385.2,2020-08-20,6396.578521788577,7.836646292832031
233,2531.2,262.82,1669.6,1242.4,1326.4,1611.5,2198.0,1175.2,3237.3,3053.2,2439.8,2020-08-21,6395.1452829443715,7.8364487775733345
234,2515.1,244.74,1853.4,1235.6,1452.2,1685.1,3341.6,1181.3,3261.7,3444.5,2469.0,2020-08-22,6349.015364104265,7.8300678431747865
235,2408.4,273.36,1728.6,1222.3,1498.2,1659.5,3110.8,1125.4,3248.4,3384.1,2430.9,2020-08-23,6044.3103473668525,7.786717905590293
236,2761.2,258.55,1874.4,1190.1,1484.9,1627.1,2999.5,1155.4,3318.2,3476.6,2347.1,2020-08-24,7058.350254377162,7.92342064682932
237,2687.0,265.41,1876.8,1217.1,1489.7,1776.1,2536.6,1115.9,3422.0,3333.2,2338.4,2020-08-25,6843.551655581341,7.8961806086154915
238,2669.2,254.0,1701.9,1266.8,1602.6,1776.7,3423.9,1189.7,3550.7,3340.5,2570.9,2020-08-26,6792.140769088455,7.889534081029451
239,2653.8,252.37,1798.2,1279.2,1609.4,1648.6,3424.4,1205.0,3097.1,3105.7,2506.0,2020-08-27,6747.698833891844,7.883747854102336
240,2462.4,229.18,1871.3,1253.7,1567.9,1731.6,2715.5,1132.2,3225.1,3442.4,2276.3,2020-08-28,6198.297261324584,7.808891763084615
241,2670.7,247.93,1713.6,1234.9,1566.1,1653.5,3254.4,1178.5,3204.1,3308.4,2339.0,2020-08-29,6796.471374024998,7.8900958893177915
242,2574.0,255.63,1807.1,1192.3,1610.7,1756.7,3301.8,1185.4,3210.1,3364.5,2483.5,2020-08-30,6517.967608799866,7.853216388156072
243,2517.7,253.95,1759.6,1215.6,1569.4,1805.3,2854.8,1144.5,3559.9,3472.0,2284.0,2020-08-31,6356.462236425807,7.831101065329969
244,2430.7,269.48,1693.9,1229.2,1633.6,1797.6,2863.7,1149.7,3142.2,3364.3,2415.3,2020-09-01,6107.84559253902,7.795934560695216
245,2670.8,263.48,1750.1,1250.0,1640.0,1866.5,3208.2,1167.8,3247.4,3349.4,2232.6,2020-09-02,6796.760092644427,7.890133331983714
246,2897.8,253.28,1757.6,1317.8,1513.6,1714.1,2684.9,1120.5,3588.1,3809.9,2535.3,2020-09-03,7455.80747185972,7.971707107386622
247,2454.8,226.27,1762.8,1342.6,1413.0,1660.7,3004.4,1066.5,3528.9,3709.7,2322.2,2020-09-04,6176.597348605563,7.805800570514942
248,2637.9,270.65,1770.5,1341.1,1585.8,1663.8,2720.8,1080.8,3507.4,3468.2,2423.6,2020-09-05,6701.850329220558,7.877738425053066
249,2525.9,256.52,1727.0,1338.6,1584.6,1672.9,3026.7,1074.0,3502.6,3629.2,2445.4,2020-09-06,6379.955291467278,7.834352713844932
250,2448.1,244.4,1664.7,1325.1,1634.8,1758.4,2557.0,1025.5,3794.7,4112.2,2433.3,2020-09-07,6157.474647735067,7.803067492471094
251,2588.8,263.88,1763.3,1405.1,1614.5,1748.1,2950.7,1006.6,3387.1,3987.3,2752.7,2020-09-08,6560.503012958393,7.858949726864172
252,2517.7,252.67,1689.4,1296.5,1545.4,1746.0,3004.1,953.83,3507.6,3925.7,2737.9,2020-09-09,6356.462236425807,7.831101065329969
253,2537.8,249.97,1622.3,1429.5,1644.4,1761.2,2534.5,995.58,3287.9,3956.6,2638.0,2020-09-10,6414.06709657384,7.839052842962814
254,2653.5,256.55,1815.3,1440.6,1569.5,1627.8,3191.8,967.16,3600.7,3925.8,2619.2,2020-09-11,6746.833425348788,7.88363480226795
255,2732.4,242.44,1609.7,1321.1,1779.2,1674.1,2984.5,991.72,3356.7,3848.1,2570.2,2020-09-12,6974.885010750982,7.912935622857694
256,2713.4,284.47,1673.4,1388.0,1733.4,1704.8,2995.5,981.95,3243.1,3871.1,2609.3,2020-09-13,6919.885745896089,7.905957740051209
257,2662.0,247.12,1609.1,1305.6,1815.0,1681.2,2715.2,1045.3,3647.3,3865.2,2510.3,2020-09-14,6771.358420385439,7.8868329989550565
258,2689.0,272.22,1618.0,1302.7,1677.4,1726.2,3152.1,1045.0,3809.1,3921.1,2519.8,2020-09-15,6849.331025859351,7.896924656268864
259,3019.7,255.29,1536.9,1225.9,1619.3,1622.0,2742.4,1012.2,3822.1,3801.1,2684.1,2020-09-16,7812.6293946971045,8.01291276768625
260,2769.7,259.52,1525.5,1233.9,1606.5,1680.8,3027.7,989.87,3896.0,3544.9,2700.3,2020-09-17,7083.006516039497,7.926494290067066
261,2767.0,257.2,1670.5,1283.7,1699.7,1726.1,2957.8,979.53,3795.6,3586.6,2605.5,2020-09-18,7075.173423540644,7.925518979786926
262,2792.3,262.46,1713.1,1248.0,1725.3,1568.6,3148.7,1012.9,3904.6,3511.1,2521.8,2020-09-19,7148.6125624086435,7.934620907966674
263,2625.5,246.66,1545.6,1384.9,1822.5,1577.6,3022.1,942.5,3854.9,3816.3,2474.0,2020-09-20,6666.120016762163,7.873026633077914
264,2701.8,268.96,1722.9,1270.7,1879.5,1509.8,3371.0,1054.3,3566.2,3990.9,2570.2,2020-09-21,6886.332659042943,7.901673496535581
265,2518.7,259.02,1635.3,1252.9,1829.7,1531.0,3492.3,1020.3,3538.7,3674.4,2504.7,2020-09-22,6359.3266933314835,7.8314981743813314
266,2614.3,255.64,1518.8,1221.5,1876.4,1516.2,3497.5,1002.6,3621.4,3419.9,2363.5,2020-09-23,6633.866959111408,7.8687516542401434
267,2611.9,237.45,1619.9,1231.0,1837.3,1547.8,3519.5,982.11,3421.2,3422.7,2502.0,2020-09-24,6626.958002351208,7.867833204824235
268,2500.9,260.66,1655.4,1237.2,1933.2,1556.2,3343.1,947.39,3461.1,3451.0,2584.2,2020-09-25,6308.362261302439,7.82440594607184
269,2593.9,210.79,1594.0,1176.9,1851.5,1554.5,2852.2,969.97,3455.1,3359.3,2512.0,2020-09-26,6575.16806489048,7.860917813632143
270,2511.5,273.02,1540.1,1150.0,1785.5,1635.5,3184.8,990.16,3444.2,3088.2,2638.3,2020-09-27,6338.706018040469,7.8286354631901
271,2571.5,257.67,1619.0,1131.5,1824.4,1658.0,3012.3,1068.5,3722.6,3304.4,2763.4,2020-09-28,6510.785813303762,7.852244665214971
272,2586.4,242.65,1391.3,1177.3,1764.3,1629.2,2499.5,1024.1,3512.5,3044.8,2573.4,2020-09-29,6553.603154837884,7.858022226411223
273,2201.5,262.9,1615.4,1063.9,1865.2,1632.9,3083.0,1011.7,3871.7,3056.8,2637.0,2020-09-30,5458.682498310012,7.696894225195808
274,2184.5,268.58,1548.5,1040.6,1843.9,1664.8,3042.3,1028.3,3701.3,3103.8,2488.1,2020-10-01,5410.883225582036,7.689142248391491
275,2333.4,240.55,1265.4,1036.0,1735.6,1542.1,2956.1,1021.5,2788.5,3524.5,2662.4,2020-10-02,5831.2101961122125,7.7550817103897565
276,2953.4,266.91,1406.5,1008.5,1874.9,1630.1,2438.1,992.51,2738.6,3602.0,2557.8,2020-10-03,7618.3128946830075,7.990712328039674
277,2781.1,253.74,1597.9,1030.7,1870.9,1644.6,2173.1,967.74,2947.2,3341.1,2533.0,2020-10-04,7116.09087653552,7.930601811875866
278,2848.7,266.56,1674.6,987.09,1862.1,1594.0,2444.9,971.8,2858.8,3185.6,2403.2,2020-10-05,7312.647715592858,7.954618028848163
279,2845.6,242.09,1492.8,961.1,1955.2,1468.8,2486.3,1012.9,3237.4,2745.7,2516.9,2020-10-06,7303.620180135863,7.953529220634246
280,2847.1,268.53,1572.5,965.17,1872.4,1401.5,360.73,980.35,3238.5,3091.7,2413.0,2020-10-07,7307.9881775164795,7.954056211353839
281,2826.2,231.9,1601.3,970.66,1962.6,1603.8,1949.0,976.65,3267.4,2800.2,2300.2,2020-10-08,7247.155342551821,7.9466883321486455
282,2839.7,260.9,1588.1,957.66,1899.3,1651.9,429.22,959.31,3272.2,2741.9,2376.8,2020-10-09,7286.4423936631565,7.951453691772792
283,2752.8,260.76,1587.6,943.5,1916.9,1738.3,2353.3,961.65,3371.7,2868.3,2302.3,2020-10-10,7033.994084610161,7.9203738544832705
284,2968.6,288.16,1700.3,947.05,2031.0,1749.4,2193.1,944.83,3345.4,2720.7,2479.1,2020-10-11,7662.8107719221,7.995845740190664
285,2842.5,248.88,1459.4,957.1,1923.9,1617.5,2764.2,910.37,3020.9,3071.1,2542.1,2020-10-12,7294.593966167946,7.952439225624691
286,2865.2,246.88,1463.4,1005.4,1942.0,1660.1,2566.4,898.57,3182.3,2999.4,2437.1,2020-10-13,7360.719685741934,7.960393434740296
287,2569.8,241.96,1590.6,1031.9,2045.8,1731.1,1984.4,890.19,3297.7,3065.4,2410.7,2020-10-14,6505.902728219397,7.851583353849381
288,2677.6,263.65,1507.5,1052.3,2040.1,1692.9,1901.5,860.76,3364.5,3054.0,2198.9,2020-10-15,6816.396364310288,7.892676149897117
289,2763.6,256.77,1592.5,994.37,1777.2,1730.2,2243.6,879.57,3350.2,2946.5,2281.2,2020-10-16,7065.310990385156,7.924289456614639
290,2809.7,298.15,1649.2,1003.0,1807.2,1769.8,1922.8,903.47,3337.1,2962.2,2353.9,2020-10-17,7199.172082574854,7.940832995062533
291,2847.1,260.87,1645.8,1088.7,1879.2,1637.1,2432.7,907.17,3212.9,2890.9,2196.7,2020-10-18,7307.9881775164795,7.954056211353839
292,2846.2,236.94,1587.1,1025.8,1568.4,1579.3,2576.8,891.5,3498.2,2747.4,2346.3,2020-10-19,7305.367341967815,7.95374005024956
293,2771.4,254.1,1539.7,1057.1,1609.3,1521.3,2333.3,823.45,3350.4,2923.3,2335.2,2020-10-20,7087.938989695045,7.927107886664615
294,2832.1,259.26,1711.6,1124.3,1740.8,1554.2,2829.7,854.39,3304.0,2974.9,2311.1,2020-10-21,7264.322143764405,7.948773764924664
295,2672.5,263.83,1630.8,1164.5,1734.5,1559.2,2481.2,867.76,3213.5,2926.7,2258.4,2020-10-22,6801.668531397623,7.8907696428992
296,2660.8,263.39,1437.7,1122.0,1742.0,1482.7,2388.0,814.45,3433.2,2597.5,2301.7,2020-10-23,6767.895429374785,7.886382108438664
297,2734.8,244.4,1636.7,1133.2,1698.4,1542.3,1868.9,837.31,3373.1,2616.1,2370.9,2020-10-24,6981.835950339565,7.913813586039639
298,2492.7,251.31,1499.4,1090.8,1926.6,1478.1,2226.6,811.65,3448.0,2207.7,2313.1,2020-10-25,6284.900638722258,7.821121739339045
299,2723.4,270.96,1725.4,1153.0,1957.6,1420.6,2058.8,790.33,3505.9,2440.4,2308.3,2020-10-26,6948.826299039297,7.909636378690475
300,2553.3,268.72,1695.5,1113.4,1884.9,1562.7,2240.6,849.74,3190.0,2574.0,2381.6,2020-10-27,6458.530668734486,7.845141919151025
301,2778.0,266.97,1457.9,1102.6,1854.9,1614.7,1625.7,877.1,3112.9,2562.3,2572.8,2020-10-28,7107.0924449191925,7.9294865233142895
302,2510.4,257.47,1704.9,1051.2,2010.3,1578.5,2621.6,932.24,3068.1,2751.9,2464.7,2020-10-29,6335.556336015042,7.828197381978768
303,2644.4,277.51,1712.4,1122.0,1932.5,1565.6,2304.2,855.88,3235.9,2839.5,2506.5,2020-10-30,6720.588953732616,7.880199475459423
304,2495.2,243.65,1750.6,1069.3,1861.8,1625.6,2246.8,874.3,3259.8,2892.7,2479.4,2020-10-31,6292.0524750380455,7.822124165293594
305,2670.8,251.76,1567.8,1039.9,1792.2,1561.7,2088.6,893.35,3378.7,2508.2,2523.0,2020-11-01,6796.760092644427,7.890133331983714
306,2484.4,263.12,1653.6,1063.8,1814.9,1575.4,2618.1,869.07,3447.7,2691.5,2546.6,2020-11-02,6261.163458558065,7.817786460685148
307,2670.2,267.82,1627.4,1086.5,1791.6,1633.7,2925.3,915.95,3527.8,2559.1,2538.1,2020-11-03,6795.027802719891,7.8899086549559945
308,2589.8,271.12,1491.2,1049.2,1819.1,1624.0,2585.8,898.12,2972.8,2579.3,2363.6,2020-11-04,6563.378207595664,7.85933593163474
309,2599.8,249.59,1657.2,1104.4,1789.2,1664.3,2663.9,941.1,3010.5,2721.9,2446.6,2020-11-05,6592.138351409713,7.863189797973919
310,2569.5,288.31,1621.7,1029.1,1787.7,1642.4,2667.8,955.46,3337.4,2675.8,2469.3,2020-11-06,6505.041052374555,7.851466606432284
311,2839.0,269.23,1548.0,1021.5,1861.2,1443.8,2624.4,926.13,3334.0,2904.3,2404.4,2020-11-07,7284.40466925589,7.951207156472972
312,2551.5,277.53,1633.0,1056.5,1787.2,1390.0,2458.2,972.9,3376.0,2457.3,2539.7,2020-11-08,6453.365291177579,7.844436700504026
313,2526.8,268.88,1729.2,1009.0,1779.3,1382.1,2575.9,1005.7,3133.4,2456.7,2627.4,2020-11-09,6382.534422334303,7.834708959024545
314,2518.9,246.32,1711.1,1030.8,1765.7,1454.9,2134.4,1053.9,3016.0,2477.3,2289.6,2020-11-10,6359.899603054205,7.831577577271639
315,2476.0,290.18,1716.9,1038.1,1729.9,1428.9,2107.4,976.74,3045.0,2568.9,2572.8,2020-11-11,6237.1511360755,7.814399633804487
316,2461.0,268.59,1673.6,989.42,1787.7,1471.2,1832.1,941.49,2933.8,2636.9,2336.6,2020-11-12,6194.299231866731,7.8083230503910555
317,2367.4,245.07,1746.5,995.04,1707.6,1474.1,2611.9,954.35,3083.5,2528.4,2377.7,2020-11-13,5927.703297412057,7.769547585519793
318,2422.0,262.69,1639.5,1014.6,1803.8,1432.3,2372.5,986.98,3165.2,2445.3,2513.6,2020-11-14,6083.048940864484,7.792348924113037
319,2370.9,280.62,1759.3,1007.4,1922.2,1550.0,3137.1,1041.3,2950.0,2565.6,2543.1,2020-11-15,5937.647032546872,7.771024908879039
320,2340.9,270.9,1678.7,1026.2,2025.1,1626.7,3019.2,1057.0,2906.4,2551.3,2458.1,2020-11-16,5852.4792954008835,7.758290749790826
321,2277.7,250.59,1700.6,1059.5,1918.8,1600.3,2852.0,1062.4,2815.5,2474.1,2452.5,2020-11-17,5673.540817240448,7.730921440865817
322,2262.0,236.56,1549.4,1063.6,1994.1,1627.6,2684.3,1002.0,2887.5,2477.0,2361.7,2020-11-18,5629.191984968207,7.724004656676065
323,2177.3,237.66,1679.8,1033.5,1903.0,1543.9,2881.1,1057.8,2594.2,2376.4,2451.6,2020-11-19,5390.653869182522,7.685840856058273
324,2169.3,249.18,1741.1,1004.6,1891.1,1545.0,2630.0,985.63,3059.6,2456.1,2455.6,2020-11-20,5368.18734852774,7.682159813849016
325,2164.4,269.46,1567.4,1069.4,1992.4,1556.0,2667.1,1050.3,2956.1,2336.6,2544.4,2020-11-21,5354.432099203615,7.67989846576858
326,1991.5,259.24,1547.3,1002.7,1907.0,1506.9,2863.4,1041.3,2997.3,2300.7,2544.3,2020-11-22,4871.80921206927,7.596643402621699
327,1868.0,261.08,1567.7,1042.8,2068.8,1526.7,2911.8,1018.7,3355.5,2411.9,2561.1,2020-11-23,4530.484583987659,7.532623618788788
328,1948.3,290.22,1494.0,1054.3,1802.8,1512.6,2286.0,1079.1,3161.7,2415.6,2370.1,2020-11-24,4752.0817396699085,7.574712476451841
329,1840.3,251.42,1628.0,1025.2,1800.5,1541.3,2298.4,990.57,3024.8,2331.4,2276.1,2020-11-25,4454.336979119706,7.517683880791149
330,1906.8,267.21,1720.9,1032.3,1766.9,1640.3,2388.2,1071.5,3205.4,2140.8,2313.7,2020-11-26,4637.401170242465,7.55318172333067
331,1945.5,257.07,1449.6,1123.4,1839.4,1667.0,2496.8,1017.0,3376.3,2108.1,2387.7,2020-11-27,4744.3338453027645,7.573274292424609
332,1910.1,262.64,1536.2,1107.3,1940.6,1598.3,2378.6,1066.8,3263.5,1979.9,2521.5,2020-11-28,4646.508173103065,7.554910875691089
333,1829.2,286.11,1613.4,1128.8,1641.8,1677.3,2518.4,1078.7,3029.3,2354.1,2508.2,2020-11-29,4423.866028639835,7.5116339917839
334,1794.9,237.02,1541.8,1119.4,1578.5,1517.9,2246.7,1129.3,2557.2,2404.6,2555.2,2020-11-30,4329.865584739011,7.492704589064096
335,1733.8,287.0,1669.6,1132.6,1653.3,1605.1,2429.3,1139.2,2891.1,2129.1,2551.0,2020-12-01,4163.018600709206,7.45807081043454
336,1733.2,232.77,1772.3,1186.4,1748.9,1425.2,1365.4,1062.2,2629.7,2195.0,2493.8,2020-12-02,4161.384038531998,7.4577246898657545
337,1721.1,243.87,1755.3,1208.2,1748.2,1624.1,2414.5,1201.9,2686.2,2375.9,2378.0,2020-12-03,4128.436628017747,7.450718900275935
338,1772.4,266.66,1618.9,1111.7,1756.7,1451.2,2480.1,1163.3,2722.0,2146.4,2191.7,2020-12-04,4268.334184962022,7.480089839325334
339,1656.4,261.86,1681.1,1118.2,1741.9,1543.0,2099.3,1091.3,2892.7,2182.8,2199.8,2020-12-05,3952.7959842725813,7.4124018516714125
340,1499.6,265.14,1517.5,1171.1,1722.9,1598.3,2464.8,1165.0,2841.8,2212.4,2287.3,2020-12-06,3531.011652649372,7.312953684861757
341,1609.7,256.82,1525.3,1213.8,1970.8,1650.9,2356.5,1143.9,2894.7,2384.8,2132.2,2020-12-07,3826.5895172476753,7.383803105212184
342,1663.1,279.86,1784.6,1220.4,1887.4,1704.3,2797.2,1228.1,2957.8,2160.1,2437.8,2020-12-08,3970.942267754896,7.416438609676094
343,1697.4,251.68,1636.7,1232.7,1994.4,1673.3,2639.9,1214.4,3018.2,2233.8,2261.5,2020-12-09,4063.9935970810016,7.436852947535576
344,1602.6,284.38,1686.9,1264.1,2024.8,1604.0,2695.0,1231.4,2817.6,2261.4,2439.7,2020-12-10,3807.444515255064,7.37938258934397
345,1536.9,274.15,1641.0,1168.4,1984.5,1503.6,2298.2,1215.0,2919.7,2347.3,2336.0,2020-12-11,3630.8322161585747,7.337522679613266
346,1486.1,282.38,1558.1,1234.2,1980.9,1527.2,2176.4,1338.8,3103.5,2258.4,1951.7,2020-12-12,3494.965291788476,7.303910517764524
347,1379.1,270.07,1597.9,1311.3,1955.6,1548.8,1889.8,1352.7,3216.0,2083.7,2197.2,2020-12-13,3210.8493402072095,7.229186391480292
348,1424.7,284.15,1772.8,1387.1,2003.6,1589.5,1807.2,1187.1,3254.0,2088.4,2201.0,2020-12-14,3331.5812183724374,7.2617165442231855
349,1290.6,278.46,1798.2,1411.7,1715.7,1617.8,1796.9,1163.0,3429.9,1969.7,2076.7,2020-12-15,2978.0760675811493,7.16286250550174
350,1231.0,284.01,1599.5,1340.9,1806.4,1648.7,1956.5,1194.1,3006.3,2078.0,2037.0,2020-12-16,2822.5118007666674,7.115582126184454
351,1279.5,263.2,1763.1,1373.7,1899.3,1652.8,2359.8,1223.5,3299.6,2108.0,2437.6,2020-12-17,2949.0289556133657,7.154224655599844
